ID_Petani,Desa,Kelompok_Tani,Komoditas,Luas_Tanah_m2,Urea_MT1,NPK_MT1,Organik_MT1,Urea_MT2,NPK_MT2,Organik_MT2,Urea_MT3,NPK_MT3,Organik_MT3,Luas_ha,Urea_MT1_per_ha,Urea_MT2_per_ha,Urea_MT3_per_ha,NPK_MT1_per_ha,NPK_MT2_per_ha,NPK_MT3_per_ha,Organik_MT1_per_ha,Organik_MT2_per_ha,Organik_MT3_per_ha,Total_MT1,Total_MT2,Total_MT3,prop_Urea_MT1,prop_NPK_MT1,prop_Organik_MT1,prop_Urea_MT2,prop_NPK_MT2,prop_Organik_MT2,prop_Urea_MT3,prop_NPK_MT3,prop_Organik_MT3,delta_Urea_MT2_MT1,delta_Urea_MT3_MT2,delta_NPK_MT2_MT1,delta_NPK_MT3_MT2,delta_Organik_MT2_MT1,delta_Organik_MT3_MT2,Urea_avg,Urea_std,NPK_avg,NPK_std,Organik_avg,Organik_std,zscore_Urea_MT1,zscore_Urea_MT2,zscore_Urea_MT3,zscore_NPK_MT1,zscore_NPK_MT2,zscore_NPK_MT3,zscore_Organik_MT1,zscore_Organik_MT2,zscore_Organik_MT3,IQR_Label_MT1,IQR_Bounds_MT1,IQR_Label_MT2,IQR_Bounds_MT2,IQR_Label_MT3,IQR_Bounds_MT3,dev_Urea_MT1,dev_pct_Urea_MT1,dev_NPK_MT1,dev_pct_NPK_MT1,dev_Organik_MT1,dev_pct_Organik_MT1,dev_Urea_MT2,dev_pct_Urea_MT2,dev_NPK_MT2,dev_pct_NPK_MT2,dev_Organik_MT2,dev_pct_Organik_MT2,dev_Urea_MT3,dev_pct_Urea_MT3,dev_NPK_MT3,dev_pct_NPK_MT3,dev_Organik_MT3,dev_pct_Organik_MT3,Total_Pupuk_Semua_MT,Total_Pupuk_per_ha,Anomaly_Prediction,Anomaly_Label,Anomaly_Score,Anomaly_Severity,Cluster,Cluster_Label,Rekomendasi,Detail_Analisis,Prioritas
P021,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,6000,50.0,70.0,0.0,50.0,70.0,125.0,50.0,70.0,0.0,0.6,83.33333333333334,83.33333333333334,83.33333333333334,116.66666666666667,116.66666666666667,116.66666666666667,0.0,208.33333333333334,0.0,120.0,245.0,120.0,0.4166666666666667,0.5833333333333334,0.0,0.20408163265306123,0.2857142857142857,0.5102040816326531,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,125.0,-125.0,50.0,0.0,70.0,0.0,41.666666666666664,72.16878364870323,-0.8359782189337168,-1.0685426543978662,-1.9608852900055231,-0.8740056777846659,-1.1056984628301916,-1.9611198737184854,0.0,0.0,0.0,Under,[144.0-144.0],Normal,[47.5-651.5],Under,[300.0-300.0],-10.0,-16.666666666666664,-14.0,-16.666666666666664,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,-172.33333333333337,-287.2222222222223,1,Normal,0.5770566466527651,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT2: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | MT3: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk rendah - pastikan kebutuhan nutrisi terpenuhi,Skor anomali: 0.58,Sedang
P022,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,JAGUNG,2000,60.0,84.0,0.0,125.0,175.0,125.0,50.0,70.0,0.0,0.2,300.0,625.0,250.0,420.0,875.0,350.0,0.0,625.0,0.0,144.0,425.0,120.0,0.4166666666666667,0.5833333333333334,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4166666666666667,0.5833333333333334,0.0,65.0,-75.0,91.0,-105.0,125.0,-125.0,78.33333333333333,40.72263907623539,109.66666666666667,57.01169470672954,41.666666666666664,72.16878364870323,-0.09784549995733421,0.23785150511427816,-1.9608852900055231,-0.09640370030838333,0.21562612551301794,-1.9611198737184854,0.0,0.0,0.0,Normal,[144.0-144.0],Normal,[47.5-651.5],Under,[300.0-300.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,-60.0,-105.0,-60.0,0.0,0.0,389.0,1945.0,1,Normal,0.2937846513968103,Normal,0,Cluster 0,MT3: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (70.0 kg vs standar 175.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P023,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,2800,20.0,24.0,1000.0,20.0,24.0,500.0,30.0,36.0,500.0,0.28,71.42857142857142,71.42857142857142,107.14285714285714,85.71428571428571,85.71428571428571,128.57142857142856,3571.428571428571,1785.7142857142856,1785.7142857142856,1044.0,544.0,566.0,0.019157088122605363,0.022988505747126436,0.9578544061302682,0.03676470588235294,0.04411764705882353,0.9191176470588235,0.053003533568904596,0.0636042402826855,0.8833922261484098,0.0,10.0,0.0,12.0,-500.0,0.0,23.333333333333332,5.773502691896257,28.0,6.928203230275509,666.6666666666666,288.6751345948129,-1.5613442629628975,-2.6698215672441954,-21.268602768099527,-1.5812219546348025,-2.662115040983611,-21.277125232511956,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Under,[775.0-775.0],-105.0,-84.0,-126.0,-84.0,0.0,0.0,-81.5,-80.29556650246306,-97.5,-80.24691358024691,0.0,0.0,-95.0,-76.0,-114.0,-76.0,0.0,0.0,1054.45751991729,3765.9197139903213,-1,Anomali,0.8526728214805889,Anomali Berat,1,Cluster 1,PRIORITAS TINGGI: Verifikasi menyeluruh data pupuk dan luas lahan | MT1: Urea terlalu rendah (20.0 kg vs standar 125.0 kg); NPK terlalu rendah (24.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (20.0 kg vs standar 101.5 kg); NPK terlalu rendah (24.0 kg vs standar 121.5 kg) | MT3: Urea terlalu rendah (30.0 kg vs standar 125.0 kg); NPK terlalu rendah (36.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.85,Tinggi
P024,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,4000,50.0,60.0,1000.0,50.0,60.0,500.0,125.0,150.0,500.0,0.4,125.0,125.0,312.5,150.0,150.0,375.0,2500.0,1250.0,1250.0,1110.0,610.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,75.0,0.0,90.0,-500.0,0.0,75.0,43.30127018922193,90.0,51.96152422706632,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,0.0014019711128900937,-1.2395770378559021,-1.715264647141499,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.643799793225,4989.109499483063,1,Normal,0.45864415810979253,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (60.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (50.0 kg vs standar 101.5 kg); NPK terlalu rendah (60.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.46,Sedang
P025,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,6400,80.0,96.0,1000.0,80.0,96.0,500.0,125.0,150.0,500.0,0.64,125.0,125.0,195.3125,150.0,150.0,234.375,1562.5,781.25,781.25,1176.0,676.0,775.0,0.06802721088435375,0.08163265306122448,0.8503401360544217,0.11834319526627218,0.14201183431952663,0.7396449704142012,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,45.0,0.0,54.0,-500.0,0.0,95.0,25.98076211353316,114.0,31.176914536239792,666.6666666666666,288.6751345948129,-0.8523553366392782,-0.7749608542273202,0.0014019711128900937,-0.8979321210770017,-0.7684142532993867,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-45.0,-36.0,-54.0,-36.0,0.0,0.0,-21.5,-21.182266009852217,-25.5,-20.98765432098765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.83007966916,3698.171999483063,1,Normal,0.3073058674618362,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (80.0 kg vs standar 125.0 kg); NPK terlalu rendah (96.0 kg vs standar 150.0 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.31,Sedang
P026,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,10000,50.0,60.0,1000.0,50.0,60.0,500.0,150.0,180.0,500.0,1.0,50.0,50.0,150.0,60.0,60.0,180.0,1000.0,500.0,500.0,1110.0,610.0,830.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.18072289156626506,0.21686746987951808,0.6024096385542169,0.0,100.0,0.0,120.0,-500.0,0.0,83.33333333333333,57.735026918962575,100.0,69.2820323027551,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,5.598771639326684,-1.2395770378559021,-1.715264647141499,5.60101510273468,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Over,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,25.0,20.0,30.0,20.0,0.0,0.0,2145.6437997932253,2145.6437997932253,1,Normal,0.5908065280302812,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (60.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (50.0 kg vs standar 101.5 kg); NPK terlalu rendah (60.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.59,Sedang
P027,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,12000,150.0,180.0,1000.0,150.0,180.0,500.0,125.0,150.0,500.0,1.2,125.0,125.0,104.16666666666667,150.0,150.0,125.0,833.3333333333334,416.6666666666667,416.6666666666667,1330.0,830.0,775.0,0.11278195488721804,0.13533834586466165,0.7518796992481203,0.18072289156626506,0.21686746987951808,0.6024096385542169,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,-25.0,0.0,-30.0,-500.0,0.0,141.66666666666666,14.433756729740644,170.0,17.320508075688775,666.6666666666666,288.6751345948129,-0.025201589261722314,1.4357099776257007,0.0014019711128900937,-0.10076064859290063,1.4409033323322082,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Over,[723.0-723.0],Normal,[775.0-775.0],25.0,20.0,30.0,20.0,0.0,0.0,48.5,47.783251231527096,58.5,48.148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3232.9313993796754,2694.109499483063,1,Normal,0.3660074122849115,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT2: Urea terlalu tinggi (150.0 kg vs standar 101.5 kg); NPK terlalu tinggi (180.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.37,Sedang
P028,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,7200,90.0,108.0,1000.0,90.0,108.0,500.0,125.0,150.0,500.0,0.72,125.0,125.0,173.61111111111111,150.0,150.0,208.33333333333334,1388.888888888889,694.4444444444445,694.4444444444445,1198.0,698.0,775.0,0.07512520868113523,0.09015025041736227,0.8347245409015025,0.12893982808022922,0.15472779369627507,0.7163323782234957,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,35.0,0.0,42.0,-500.0,0.0,101.66666666666667,20.207259421636902,122.0,24.24871130596428,666.6666666666666,288.6751345948129,-0.7341905155853417,-0.4591507353911743,0.0014019711128900937,-0.7840504821507015,-0.4527974553520161,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-35.0,-28.000000000000004,-42.0,-28.000000000000004,0.0,0.0,-11.5,-11.330049261083744,-13.5,-11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.558839627805,3459.1094994830623,1,Normal,0.24000634742957216,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P029,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,1600,20.0,24.0,1000.0,20.0,24.0,500.0,125.0,150.0,500.0,0.16,125.0,125.0,781.25,150.0,150.0,937.5,6250.0,3125.0,3125.0,1044.0,544.0,775.0,0.019157088122605363,0.022988505747126436,0.9578544061302682,0.03676470588235294,0.04411764705882353,0.9191176470588235,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,105.0,0.0,126.0,-500.0,0.0,55.0,60.6217782649107,66.0,72.74613391789285,666.6666666666666,288.6751345948129,-1.5613442629628975,-2.6698215672441954,0.0014019711128900937,-1.5812219546348025,-2.662115040983611,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-105.0,-84.0,-126.0,-84.0,0.0,0.0,-81.5,-80.29556650246306,-97.5,-80.24691358024691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.45751991729,10152.859499483062,-1,Anomali,0.7400848488278851,Anomali Berat,3,Cluster 3,PRIORITAS TINGGI: Verifikasi menyeluruh data pupuk dan luas lahan | MT1: Urea terlalu rendah (20.0 kg vs standar 125.0 kg); NPK terlalu rendah (24.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (20.0 kg vs standar 101.5 kg); NPK terlalu rendah (24.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.74,Tinggi
P030,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,4000,50.0,60.0,1000.0,50.0,60.0,500.0,125.0,150.0,500.0,0.4,125.0,125.0,312.5,150.0,150.0,375.0,2500.0,1250.0,1250.0,1110.0,610.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,75.0,0.0,90.0,-500.0,0.0,75.0,43.30127018922193,90.0,51.96152422706632,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,0.0014019711128900937,-1.2395770378559021,-1.715264647141499,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.643799793225,4989.109499483063,1,Normal,0.45864415810979253,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (60.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (50.0 kg vs standar 101.5 kg); NPK terlalu rendah (60.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.46,Sedang
P031,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,8000,100.0,120.0,1000.0,100.0,120.0,500.0,125.0,150.0,500.0,0.8,125.0,125.0,156.25,150.0,150.0,187.5,1250.0,625.0,625.0,1220.0,720.0,775.0,0.08196721311475409,0.09836065573770492,0.819672131147541,0.1388888888888889,0.16666666666666666,0.6944444444444444,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,25.0,0.0,30.0,-500.0,0.0,108.33333333333333,14.433756729740644,130.0,17.320508075688775,666.6666666666666,288.6751345948129,-0.6160256945314051,-0.14334061655502844,0.0014019711128900937,-0.6701688432244014,-0.13718065740464536,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-25.0,-20.0,-30.0,-20.0,0.0,0.0,-1.5,-1.477832512315271,-1.5,-1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614.28759958645,3267.8594994830623,1,Normal,0.1656915730195445,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P032,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,3200,40.0,48.0,1000.0,40.0,48.0,500.0,125.0,150.0,500.0,0.32,125.0,125.0,390.625,150.0,150.0,468.75,3125.0,1562.5,1562.5,1088.0,588.0,775.0,0.03676470588235294,0.04411764705882353,0.9191176470588235,0.06802721088435375,0.08163265306122448,0.8503401360544217,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,85.0,0.0,102.0,-500.0,0.0,68.33333333333333,49.07477288111819,82.0,58.88972745734183,666.6666666666666,288.6751345948129,-1.3250146208550244,-2.0382013295719035,0.0014019711128900937,-1.3534586767822023,-2.0308814450888697,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-85.0,-68.0,-102.0,-68.0,0.0,0.0,-61.5,-60.591133004926114,-73.5,-60.49382716049383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.91503983458,5849.734499483063,1,Normal,0.5710595229243209,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (40.0 kg vs standar 125.0 kg); NPK terlalu rendah (48.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (40.0 kg vs standar 101.5 kg); NPK terlalu rendah (48.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.57,Sedang
P033,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,4000,50.0,60.0,1000.0,50.0,60.0,500.0,125.0,150.0,500.0,0.4,125.0,125.0,312.5,150.0,150.0,375.0,2500.0,1250.0,1250.0,1110.0,610.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,75.0,0.0,90.0,-500.0,0.0,75.0,43.30127018922193,90.0,51.96152422706632,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,0.0014019711128900937,-1.2395770378559021,-1.715264647141499,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.643799793225,4989.109499483063,1,Normal,0.45864415810979253,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (60.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (50.0 kg vs standar 101.5 kg); NPK terlalu rendah (60.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.46,Sedang
P034,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,15200,190.0,228.0,1000.0,190.0,228.0,500.0,125.0,150.0,500.0,1.52,125.0,125.0,82.23684210526315,150.0,150.0,98.6842105263158,657.8947368421052,328.9473684210526,328.9473684210526,1418.0,918.0,775.0,0.13399153737658676,0.1607898448519041,0.7052186177715092,0.20697167755991286,0.24836601307189543,0.5446623093681917,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,-65.0,0.0,-78.0,-500.0,0.0,168.33333333333334,37.52776749732568,202.0,45.033320996790806,666.6666666666666,288.6751345948129,0.44745769495402393,2.6989504529702844,0.0014019711128900937,0.3547659071123,2.703370524121691,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Over,[723.0-723.0],Normal,[775.0-775.0],65.0,52.0,78.0,52.0,0.0,0.0,88.5,87.192118226601,106.5,87.65432098765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3727.8464392142555,2452.5305521146415,1,Normal,0.5270370473991117,Anomali Ringan,2,Cluster 2,Periksa kembali data input pupuk | MT1: Urea terlalu tinggi (190.0 kg vs standar 125.0 kg); NPK terlalu tinggi (228.0 kg vs standar 150.0 kg) | MT2: Urea terlalu tinggi (190.0 kg vs standar 101.5 kg); NPK terlalu tinggi (228.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.53,Sedang
P035,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,4800,60.0,72.0,1000.0,60.0,72.0,500.0,125.0,150.0,500.0,0.48,125.0,125.0,260.4166666666667,150.0,150.0,312.5,2083.3333333333335,1041.6666666666667,1041.6666666666667,1132.0,632.0,775.0,0.053003533568904596,0.0636042402826855,0.8833922261484098,0.0949367088607595,0.11392405063291139,0.7911392405063291,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,65.0,0.0,78.0,-500.0,0.0,81.66666666666667,37.52776749732568,98.0,45.033320996790806,666.6666666666666,288.6751345948129,-1.0886849787471513,-1.4065810918996118,0.0014019711128900937,-1.125695398929602,-1.3996478491941282,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-65.0,-52.0,-78.0,-52.0,0.0,0.0,-41.5,-40.88669950738916,-49.5,-40.74074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119.37255975187,4415.359499483063,1,Normal,0.4117488306908418,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (60.0 kg vs standar 125.0 kg); NPK terlalu rendah (72.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (60.0 kg vs standar 101.5 kg); NPK terlalu rendah (72.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.41,Sedang
P036,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,1600,20.0,24.0,1000.0,20.0,24.0,500.0,125.0,150.0,500.0,0.16,125.0,125.0,781.25,150.0,150.0,937.5,6250.0,3125.0,3125.0,1044.0,544.0,775.0,0.019157088122605363,0.022988505747126436,0.9578544061302682,0.03676470588235294,0.04411764705882353,0.9191176470588235,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,105.0,0.0,126.0,-500.0,0.0,55.0,60.6217782649107,66.0,72.74613391789285,666.6666666666666,288.6751345948129,-1.5613442629628975,-2.6698215672441954,0.0014019711128900937,-1.5812219546348025,-2.662115040983611,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-105.0,-84.0,-126.0,-84.0,0.0,0.0,-81.5,-80.29556650246306,-97.5,-80.24691358024691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.45751991729,10152.859499483062,-1,Anomali,0.7400848488278851,Anomali Berat,3,Cluster 3,PRIORITAS TINGGI: Verifikasi menyeluruh data pupuk dan luas lahan | MT1: Urea terlalu rendah (20.0 kg vs standar 125.0 kg); NPK terlalu rendah (24.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (20.0 kg vs standar 101.5 kg); NPK terlalu rendah (24.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.74,Tinggi
P037,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,10000,125.0,150.0,1000.0,125.0,150.0,500.0,125.0,150.0,500.0,1.0,125.0,125.0,125.0,150.0,150.0,150.0,1000.0,500.0,500.0,1275.0,775.0,775.0,0.09803921568627451,0.11764705882352941,0.7843137254901961,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,0.0,0.0,0.0,-500.0,0.0,125.0,0.0,150.0,0.0,666.6666666666666,288.6751345948129,-0.3206136418965637,0.6461846805353362,0.0014019711128900937,-0.385464745908651,0.6518613374637814,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Over,[723.0-723.0],Normal,[775.0-775.0],0.0,0.0,0.0,0.0,0.0,0.0,23.5,23.15270935960591,28.5,23.456790123456788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923.609499483063,2923.609499483063,1,Normal,0.25908499596035495,Normal,1,Cluster 1,Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Normal,Sedang
P038,SIBARANI NASAMPULU/NAMUNGKUP,DOS ROHA,PADI,4000,50.0,60.0,1000.0,50.0,60.0,500.0,125.0,150.0,500.0,0.4,125.0,125.0,312.5,150.0,150.0,375.0,2500.0,1250.0,1250.0,1110.0,610.0,775.0,0.04504504504504504,0.05405405405405406,0.9009009009009009,0.08196721311475409,0.09836065573770492,0.819672131147541,0.16129032258064516,0.1935483870967742,0.6451612903225806,0.0,75.0,0.0,90.0,-500.0,0.0,75.0,43.30127018922193,90.0,51.96152422706632,666.6666666666666,288.6751345948129,-1.2068497998010879,-1.7223912107357577,0.0014019711128900937,-1.2395770378559021,-1.715264647141499,0.0014025328916304274,0.3483185404886154,-0.10056758976205481,-0.025023470510566997,Normal,[450.0-2210.0],Under,[723.0-723.0],Normal,[775.0-775.0],-75.0,-60.0,-90.0,-60.0,0.0,0.0,-51.5,-50.73891625615764,-61.5,-50.617283950617285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.643799793225,4989.109499483063,1,Normal,0.45864415810979253,Anomali Ringan,1,Cluster 1,Periksa kembali data input pupuk | MT1: Urea terlalu rendah (50.0 kg vs standar 125.0 kg); NPK terlalu rendah (60.0 kg vs standar 150.0 kg) | MT2: Urea terlalu rendah (50.0 kg vs standar 101.5 kg); NPK terlalu rendah (60.0 kg vs standar 121.5 kg) | Intensitas pupuk sangat tinggi - pertimbangkan efisiensi,Skor anomali: 0.46,Sedang
